Author,Prompt
hoshotakamoto,"Please build a web interface for this game

Hi there,

this is to invite you to participate in Banzuke Surfing in the upcoming basho.
The rules are very simple.

Banzuke Surfing is run in several waves, with a new wave starting every year.

The goal is to move up the banzuke as far and fast as possible. You do so by temporarily ""adopting"" one or more rikishi at a given banzuke position. If your rikishi moves up the banzuke, so will you, if the rikishi moves down by getting MK, so will you (at least, if all your picked rikishi move down). If your rikishi goes intai, you will get his last position next time. In the basho after the current one you will be taking the banzuke position of the best-placed rikishi you've picked this time.

If your name appears on the list below, you have already participated. The column ""Allowed Picks"" shows you which rikishi of the banzuke you are allowed to pick next basho. If you are participating for the first time, you are allowed to pick any of the rikishi in the bottom 32 of the banzuke (as indicated below).
The rikishi that you are allowed to pick are all rikishi below your last (or most successful) pick. So generally, you cannot pick the same rikishi twice. An exception is if your rikishi drops into the last 32 of the banzuke or goes banzuke-gai. In this case, of course, you can pick any of the bottom 32 rikishi (just like a new player).

During your entire career of a given wave you can use up to three so-called jokers (indicated by the number of asterisks behind your name). In addition to the regular rikishi you pick for a basho, you can use one joker if still available. The more successful one of these two will determine your new banzuke position.

Deadline is shonichi 8 AM JST.

All new players are allowed to pick Jk6w Sawaisamu and below.

Rank Shikona              Last Surfer     Position Allowed Picks                 
1.   Jejima               Oho             M6w      M7e Takayasu and below             
2.   Wamahada*            Roga            J2e      J2w Mitoryu and below              
3.   Ganzohnesushi**      Takahashi       Ms4w     Ms5e Ishizaki and below            
4.   Hironoumi***         Kazekeno        Ms6e     Ms6w Kaisho and below              
5.   Sakura               Kazekeno        Ms6e     Ms6w Kaisho and below              
6.   Jakusotsu**          Takerufuji      Ms17e    Ms17w Hokaho and below             
7.   Achiyama*            Takerufuji      Ms17e    Ms17w Hokaho and below             
8.   chishafuwaku*        Hatsuyama       Ms19w    Ms20e Ryuo and below               
9.   WAKATAKE*            Toshunryu       Ms22e    Ms22w Tokunomusashi and below      
10.  Oortael*             Kazuto          Ms29w    Ms30e Kaizen and below             
11.  Andoreasu***         Kazuto          Ms29w    Ms30e Kaizen and below             
12.  Terarno              Kaizen          Ms30e    Ms30w Narutaki and below           
13.  Hoshotakamoto***     Suguro          Sd32e    Sd32w Tomiyutaka and below         
14.  Chiyotasuke***       Haruyama        Jd15e    Jd15w Mabuchi and below            
15.  Koorifuu***          DNP(2nd)        Jd28w    Jd29e Fujimusashi and below       ﻿ "
hoshotakamoto,"Write the code, jeez."
latonv,"```js
      const firstLetter = this.selectedCreatorFilter;
      displayedCreator =
        this.model.creators.find(creator =>
          creator.toUpperCase().startsWith(firstLetter)
        ) ?? displayedCreator; // Fall back to the original if needed
```


This has a bug, where ""Émile"" is not selected as the displayed creator when ""E"" is the selected filter letter."
latonv,"I wonder if the replace step is actually necessary here... If that range of code points only includes combining characters that modify the character before them, then the decomposition alone should still start with the bare letter... I think?"
mkrupczak3,"I'm attempting to use 2.1.2 Camera with Distortion Model on the following page:
https://support.pix4d.com/hc/en-us/articles/202559089-How-are-the-Internal-and-External-Camera-Parameters-defined

(you may not be able to read the equations on images on the page)
I'm trying to figure out how to adjust R1, R2, R3 the radial and T1, T2 if the resolution of an image is halved on both the vertical and horizontal"
mkrupczak3,"What do you think, based on what you've been trained?"
mkrupczak3,"Here is the distortion model equation from the linked webpage:

( matrix x hd \\ y hd matrix )=( matrix (1+R 1 r^ 2 +R 2 r^ 4 +R 3 r^ 6 )x h +2T 1 x h y h +T 2 (r^ 2 +2(x h )^ 2 )\\ (1+R 1 r^ 2 +R 2 r^ 4 +R 3 r^ 6 )y h +2T 2 x h y h +T 1 (r^ 2 +2(y h )^ 2 ) matrix )

Will halving the parameters give the correct distortion values when the image resolution is halved, based on this equation?"
mkrupczak3,re-calibration is intractable. It would be much better if there was a way to solve this using algerbra
mkrupczak3,Can you check your math? Run through it again and look for possible errors
mkrupczak3,Are you sure? What was wrong with your other response?
mkrupczak3,"Ok that's great, can you derive a formula for the relation of R1 to R1', R2 to R2', R3 to R3', T1 to T1', and T2 to T2' given an arbitrary scale ratio 'n'?"
t-hamano,"How to get the width of the scrollbar with JavaScript, even when the scrollbar is not displayed in the browser"
PaulRBerg,"Which Solidity code is more gas efficient?

This:

```solidity
constructorParams.owner = owner; 
proxy = new PRBProxy{ salt: salt }(); 
delete constructorParams; 
```

Or this?

```solidity
constructorParams.owner = owner;
proxy = new PRBProxy{ salt: salt }();
constructorParams.owner = address(0);
```

Note that `constructorParams` is a storage variable with the following type:

```solidity
struct ConstructorParams {
    address owner;
    address target;
    bytes data;
}
```"
bsmth,"How to program a GitHub bot that reacts to ""/format"" messages on a PR by checking out the PR branch, running `prettier -w` and committing and pushing the changes?"
bsmth,"How to program a GitHub bot that reacts to ""/format"" messages on a PR by checking out the PR branch, running `prettier -w` and committing and pushing the changes?"
WickyNilliams,what's the difference between openapi oneOf vs anyOf ?
BrayanMnz,How can I implement a health check in Docker Compose for Keycloak 21?
BrayanMnz,What if `curl` is not installed?
lazaronixon,what's the latest on the deleted_at nonsense that swept the world? is it still the preferred way to delete?
lazaronixon,"Instead of actually deleting a record we have a fields for ""deleted"" and ""deleted_at"" that we set instead of actually removing the record from the db. is this ideal?"
lazaronixon,"Analyze critically then score each advantage on a point system of 1 to 5 where 1 represents mere convenience while 5 represents a strongly desired ability. Then score each disadvantage on the same point system where 1 represents definitely tolerable while 5 represents strongly undesired. Explain the reasons behind your assignment in parenthesis. Weight each disadvantage at 1.2, accumulate the result and compare. Then on a separate line make a decision. Indicate with 👍 if overall you'd recommend soft delete. Indicate with 👎.

If the overall outcome is 👎, suggest a better approach to soft deletion that doesn't use the deleted_at column on the same table."
lazaronixon,"Now, taking into consideration your recommendation to use a ""trash"" table, argue for and against soft deletions via deleted_at column on the same table. Then present the verdict. Indicate with 👍if you'd recommend deleted_at on the same table. Otherwise indicate with 👎."
JoelvdWeg,"Using c++, how can I convert a timestamp from the 'Europe/Amsterdam' that uses a YYMMDDhhmmss format, to a Unix timestamp?"
JoelvdWeg,"Now, suppose the time is ambiguous, e.g. I'm the 2 am - 3 am local time.window on a day that is on a DST to non-DST switch; how can I disambiguate such a time?"
JoelvdWeg,"In some situations, the time.formatbis actually YYMMDDhhmmssX, where X='S' means DST and X='W'  means non-DST. How can I use this info to convert the timestamp properly? Also, the devices where the c++ code runs may be connected to a tome source where, the X element ulis NOT present, ie only the YYMMDdhhmmss format is sent over the connection. How should I detect this, and how disambiguate ambigiuous time stamps  where the code detects the X element is NOT present? 
Additional info: timestamps arrive typically multiple times per minute (so, previous timestamps may help in detecting whether it's the first or second time a time between 2 and 3 am occcur). Moreover, the devices are usially not installed between 2 am and 3 am. The device is an ESP32 device that is completely  off between measurements, so remembering requires storing any info from previous measurement persistently  preferably nvs on ESP32 nmeasurements that should be stores betweennmeasurements s"
JoelvdWeg,Continue
JoelvdWeg,Continue
JoelvdWeg,the code seems to have been broken up over multiple responses. can you repeat the last code?
ccddos,"请问 新增的两条命令具体作用是什么呢？同时原来的30条（30天）应该还好吧，一条 20 MB，30条才是600MB

 git checkout --orphan tmp_work

 git push -f -u  origin  HEAD:main"
ccddos,如果不清除git提交历史，只删除对应的文件，git仓库的大小怎么计算
ccddos,git中大文件管理
ccddos,git大文件下clone和push的性能分析
manuelrojas,"I am working in an angular component and I am doing this:

<li (click)=""someMethod($event)"">Some Text</li>

But I have concern if the accesibility of this, is this accesible?"
manuelrojas,"What about doing this:

<li (click)=""someMethod($event)"" role=""button"">Some Text</li>"
rostislav-deriv,"I have an array of type ({ something: string } | null)[] (this is Typescript)
I want it filtered to get rid of nulls and so that the type becomes { something: string }[]"
rostislav-deriv,can this function be an arrow function?
hoshotakamoto,"""I am building a JavaScript application to simulate a game based on sumo wrestling. The game includes multiple instances called 'waves', where each wave starts at a different point in time. Within each wave, players select a wrestler for each basho (tournament). I need to build a 'Basho' object that represents a basho. Each Basho should contain a dictionary mapping from player names to their picks for this basho."""
hoshotakamoto,please write basho.test.js
hoshotakamoto,you didn't incorporate the wave concept which feels important
hoshotakamoto,no you didn't tell the basho its associated wave
hoshotakamoto,i hate this. write the files in full.
hoshotakamoto,add wave.test.js
hoshotakamoto,"I like how I get some of localStorage rendered on startup - but it only shows me stuff for 1 user.

Please make a choice and commit to it,you can either (1) restructure code by adding more javascript classes or (2) work with the existing code and render all of localStorage on page load. Bearing in mind that game.js appears to be scoped to one user, which is inconvenient. Please decide if you will do 1 or 2, then execute on that line of thought.

<!DOCTYPE html>
<html>
<head>
    <title>Banzuke Surfing Game</title>
    <script src=""https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js""></script>
    <!-- Link to the external CSS file -->
    <!-- Uncomment this if you have styles to include -->
    <!-- <link rel=""stylesheet"" href=""styles.css""> -->
</head>
<body>
    <h1>Welcome to Banzuke Surfing Game!</h1>
    <p id=""user""></p>
    <p>Select your Rikishi and start playing!</p>
    <select id=""rikishi"">
        <option value=""1"">Rikishi 1</option>
        <option value=""2"">Rikishi 2</option>
        <!-- more options here -->
    </select>
    <button id=""startPlayingButton"">Start Playing</button>
    <hr>
    <h2>Backfilled Results:</h2>
    <div id=""backfilledResults""></div>
    <h2>Admin Panel</h2>
    <p>Switch user:</p>
    <input id=""userSwitch"" type=""text"">
    <button id=""switchUserButton"">Switch User</button>
    <p>Backfill contest results:</p>
    <input id=""backfillContest"" type=""text"" placeholder=""Enter contest name"">
    <input id=""backfillRikishi"" type=""text"" placeholder=""Enter rikishi selection"">
    <button id=""backfillResultsButton"">Backfill Results</button>
    <p id=""feedback""></p>
    <!-- Link to the external JavaScript file -->
    <script type=""module"">
        import { Game } from './game.js';
        window.game = new Game();
        window.game.initialize();
    </script>
</body>
</html>

game.js
export default class Game {
    constructor() {
        this.user = this.getUser();
    }

    startPlaying() {
        const rikishi = document.querySelector('#rikishi').value;
        const picks = this.getPicks();
        const message = ""You selected: "" + rikishi + ""\nPrevious Picks: "" + JSON.stringify(picks);
        this.updatePicks(rikishi); // Update the picks with the new selection
        return message;
    }

    getUser() {
        // get user from local storage
        let user = localStorage.getItem('user');
        if (!user) {
            user = 'admin';
            localStorage.setItem('user', user);
        }
        return user;
    }

    getPicks() {
        const picks = JSON.parse(localStorage.getItem(this.user));
        if (!picks) {
            return {};
        }
        return picks;
    }

    updatePicks(rikishi) {
        const picks = this.getPicks();
        const currentContest = new Date().getMonth();
        if ([0, 2, 4, 6, 8, 10].includes(currentContest)) {
            const contestName = new Date().toLocaleString('default', { month: 'long' }) + ' ' + new Date().getFullYear();
            picks[contestName] = rikishi;
            localStorage.setItem(this.user, JSON.stringify(picks));
        }
    }

    switchUser() {
        const newUser = document.querySelector('#userSwitch').value;
        localStorage.setItem('user', newUser);
        document.querySelector('#user').textContent = 'Current user: ' + newUser;
        this.user = newUser;
    }

    backfillResults() {
        const contestName = document.querySelector('#backfillContest').value;
        const rikishi = document.querySelector('#backfillRikishi').value;
        const picks = this.getPicks();
        picks[contestName] = rikishi;
        localStorage.setItem(this.user, JSON.stringify(picks));
        this.provideFeedback('Backfilled results for ' + contestName + ' with ' + rikishi); // Provide feedback
        this.displayBackfilledResults(); // Display the updated results
    }

    displayBackfilledResults() {
        const picks = this.getPicks();
        const resultsElement = document.querySelector('#backfilledResults');

        // Clear previous results
        resultsElement.textContent = '';

        // Display each contest result
        for (const contest in picks) {
            const rikishi = picks[contest];
            const resultText = document.createTextNode(contest + ': ' + rikishi);
            const resultDiv = document.createElement('div');
            resultDiv.appendChild(resultText);
            resultsElement.appendChild(resultDiv);
        }
    }

    provideFeedback(message) {
        document.querySelector('#feedback').textContent = message;
    }

    initialize() {
        const userElement = document.querySelector('#user');
        if (userElement) {
            userElement.textContent = 'Current user: ' + this.user;
        }
        this.displayBackfilledResults(); // Display the initial results

        // Add event listeners
        document.querySelector(""#startPlayingButton"").addEventListener('click', () => this.startPlaying());
        document.querySelector(""#switchUserButton"").addEventListener('click', () => this.switchUser());
        document.querySelector(""#backfillResultsButton"").addEventListener('click', () => this.backfillResults());
    }
}"
hoshotakamoto,please write a new user.js. later i will ask you to write game.js instead of delegating the work to me. then i will ask you to rewrite index.html in light of the changes. finally we will discuss refactoring the existing unit tests i didn't send you yet
hoshotakamoto,"ok i lied about the order of operations. I have populated your work into user.js. please write user.test.js
here is the content of game.test.js

import 'jest-localstorage-mock';
import Game from './game.js';

let game;

beforeEach(() => {
    localStorage.clear();
    // set localStorage values
    localStorage.setItem('user', 'testUser');
    localStorage.setItem('testUser', JSON.stringify({ 'July 2023': '1' }));

    document.body.innerHTML = `
        <p id=""user""></p>
        <select id=""rikishi"">
            <option value=""1"">Rikishi 1</option>
            <option value=""2"">Rikishi 2</option>
        </select>
        <button id=""startPlayingButton"">Start Playing</button>
        <button id=""switchUserButton"">Switch User</button>
        <input id=""userSwitch"" type=""text"">
        <input id=""backfillContest"" type=""text"">
        <input id=""backfillRikishi"" type=""text"">
        <button id=""backfillResultsButton"">Backfill Results</button>
        <div id=""backfilledResults""></div>
        <p id=""feedback""></p>
    `;
    game = new Game();
});

test('check if startPlaying is defined and returns expected value', () => {
    document.querySelector('#rikishi').value = '1';
    const result = game.startPlaying();
    expect(result).toBe(""You selected: 1\nPrevious Picks: {\""July 2023\"":\""1\""}"");
});

test('check if switchUser updates the user in UI', () => {
    document.querySelector('#userSwitch').value = 'newUser';
    game.switchUser();
    expect(document.querySelector('#user').textContent).toBe('Current user: newUser');
});

test('check if backfillResults updates the results in UI', () => {
    document.querySelector('#backfillContest').value = 'May 2023';
    document.querySelector('#backfillRikishi').value = '2';
    game.backfillResults();
    let resultsElement = document.querySelector('#backfilledResults');
    expect(resultsElement.textContent).toContain('May 2023: 2');
});"
hoshotakamoto,I'm trying to set up the github action for running npm test but it complains that there's no package-lock.json
hoshotakamoto,"ok the console errors are gone but nothing renders when i backfill - I need something to look at besides the name of the current user

index.html
<!DOCTYPE html>
<html>
<head>
    <title>Banzuke Surfing Game</title>
    <script src=""https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js""></script>
    <!-- Link to the external CSS file -->
    <!-- Uncomment this if you have styles to include -->
    <!-- <link rel=""stylesheet"" href=""styles.css""> -->
</head>
<body>
    <h1>Welcome to Banzuke Surfing Game!</h1>
    <p id=""user""></p>
    <p>Select your Rikishi and start playing!</p>
    <select id=""rikishi"">
        <option value=""1"">Rikishi 1</option>
        <option value=""2"">Rikishi 2</option>
        <!-- more options here -->
    </select>
    <button id=""startPlayingButton"">Start Playing</button>
    <hr>
    <h2>Admin Panel</h2>
    <p>Switch user:</p>
    <input id=""userSwitch"" type=""text"">
    <button id=""switchUserButton"">Switch User</button>
    <p>Backfill contest results:</p>
    <input id=""backfillContest"" type=""text"" placeholder=""Enter contest name"">
    <input id=""backfillRikishi"" type=""text"" placeholder=""Enter rikishi selection"">
    <button id=""backfillResultsButton"">Backfill Results</button>
    <!-- Link to the external JavaScript file -->
    <script type=""module"" src=""game.js""></script>
</body>
</html>

game.js
export default class Game {
    constructor() {
        this.user = this.getUser();
        this.initialize();
    }

    startPlaying() {
        var rikishi = document.querySelector('#rikishi').value;
        var picks = this.getPicks();
        var message = ""You selected: "" + rikishi + ""\nPrevious Picks: "" + JSON.stringify(picks);
        this.updatePicks(rikishi); // Update the picks with the new selection
        return message;
    }

    getUser() {
        // get user from local storage
        var user = localStorage.getItem('user');
        if (!user) {
            user = 'admin';
            localStorage.setItem('user', user);
        }
        return user;
    }

    getPicks() {
        var picks = JSON.parse(localStorage.getItem(this.user));
        if (!picks) {
            picks = {};
        }
        return picks;
    }

    updatePicks(rikishi) {
        var picks = this.getPicks();
        var currentContest = new Date().getMonth();
        if ([0, 2, 4, 6, 8, 10].includes(currentContest)) {
            var contestName = new Date().toLocaleString('default', { month: 'long' }) + ' ' + new Date().getFullYear();
            picks[contestName] = rikishi;
            localStorage.setItem(this.user, JSON.stringify(picks));
        }
    }

    switchUser() {
        var newUser = document.querySelector('#userSwitch').value;
        localStorage.setItem('user', newUser);
        document.querySelector('#user').textContent = 'Current user: ' + newUser;
        this.user = newUser;
    }

    backfillResults() {
        var contestName = document.querySelector('#backfillContest').value;
        var rikishi = document.querySelector('#backfillRikishi').value;
        var picks = this.getPicks();
        picks[contestName] = rikishi;
        localStorage.setItem(this.user, JSON.stringify(picks));
    }

    initialize() {
        var userElement = document.querySelector('#user');
        if (userElement) {
            userElement.textContent = 'Current user: ' + this.user;
        }
    }
}

function initGame() {
  const game = new Game();

  document.querySelector(""#startPlayingButton"").addEventListener('click', () => game.startPlaying());
  document.querySelector(""#switchUserButton"").addEventListener('click', () => game.switchUser());
  document.querySelector(""#backfillResultsButton"").addEventListener('click', () => game.backfillResults());
}

if (typeof window !== 'undefined') {
    window.onload = initGame;
}"
hoshotakamoto,feedback isn't the same as having something to look at - what about the backfilled stuff that's in localStorage?
hoshotakamoto,"Add test coverage and fix as needed

game.test.js
import 'jest-localstorage-mock';
import Game from './game.js';

let game;

beforeEach(() => {
    localStorage.clear();
    // set localStorage values
    localStorage.setItem('user', 'testUser');
    localStorage.setItem('testUser', JSON.stringify({ 'July 2023': '1' }));

    document.body.innerHTML = `
        <p id=""user""></p>
        <select id=""rikishi"">
            <option value=""1"">Rikishi 1</option>
            <option value=""2"">Rikishi 2</option>
        </select>
        <input id=""userSwitch"" type=""text"">
        <input id=""backfillContest"" type=""text"">
        <input id=""backfillRikishi"" type=""text"">
    `;
    game = new Game();
});

test('check if startPlaying is defined and returns expected value', () => {
    document.querySelector('#rikishi').value = '1';
    const result = game.startPlaying();
    expect(result).toBe(""You selected: 1\nPrevious Picks: {\""July 2023\"":\""1\""}"");
});

// More tests for switchUser() and backfillResults()..."
hoshotakamoto,"npm test

> banzukesurfing@1.0.0 test
> jest

watchman warning:  Recrawled this watch 1 times, most recently because:
MustScanSubDirs UserDroppedTo resolve, please review the information on
https://facebook.github.io/watchman/docs/troubleshooting.html#recrawl
To clear this warning, run:
`watchman watch-del '/Users/johnclyde/banzukesurfing' ; watchman watch-project '/Users/johnclyde/banzukesurfing'`

 FAIL  ./game.test.js
  ✓ check if startPlaying is defined and returns expected value (36 ms)
  ✓ check if switchUser updates the user in UI (3 ms)
  ✕ check if backfillResults updates the results in UI (2 ms)

  ● check if backfillResults updates the results in UI

    TypeError: Cannot set properties of null (setting 'textContent')

      76 |
      77 |     provideFeedback(message) {
    > 78 |         document.querySelector('#feedback').textContent = message;
         |                                                        ^
      79 |     }
      80 |
      81 |     initialize() {

      at Game.provideFeedback (game.js:78:56)
      at Game.provideFeedback (game.js:56:14)
      at Object.backfillResults (game.test.js:41:10)

Test Suites: 1 failed, 1 total
Tests:       1 failed, 2 passed, 3 total
Snapshots:   0 total
Time:        0.845 s, estimated 1 s
Ran all test suites."
mkrupczak3,"I'm attempting to use 2.1.2 Camera with Distortion Model on the following page:
https://support.pix4d.com/hc/en-us/articles/202559089-How-are-the-Internal-and-External-Camera-Parameters-defined

(you may not be able to read the equations on images on the page)
I'm trying to figure out how to adjust R1, R2, R3 the radial and T1, T2 if the resolution of an image is halved on both the vertical and horizontal"
mkrupczak3,"What do you think, based on what you've been trained?"
mkrupczak3,"Here is the distortion model equation from the linked webpage:

( matrix x hd \\ y hd matrix )=( matrix (1+R 1 r^ 2 +R 2 r^ 4 +R 3 r^ 6 )x h +2T 1 x h y h +T 2 (r^ 2 +2(x h )^ 2 )\\ (1+R 1 r^ 2 +R 2 r^ 4 +R 3 r^ 6 )y h +2T 2 x h y h +T 1 (r^ 2 +2(y h )^ 2 ) matrix )

Will halving the parameters give the correct distortion values when the image resolution is halved, based on this equation?"
mkrupczak3,re-calibration is intractable. It would be much better if there was a way to solve this using algerbra
mkrupczak3,Can you check your math? Run through it again and look for possible errors
mkrupczak3,Are you sure? What was wrong with your other response?
mkrupczak3,"Ok that's great, can you derive a formula for the relation of R1 to R1', R2 to R2', R3 to R3', T1 to T1', and T2 to T2' given an arbitrary scale ratio 'n'?"
mkrupczak3,"I'm attempting to use 2.1.2 Camera with Distortion Model on the following page:
https://support.pix4d.com/hc/en-us/articles/202559089-How-are-the-Internal-and-External-Camera-Parameters-defined

(you may not be able to read the equations on images on the page)
I'm trying to figure out how to adjust R1, R2, R3 the radial and T1, T2 if the resolution of an image is halved on both the vertical and horizontal"
mkrupczak3,"What do you think, based on what you've been trained?"
mkrupczak3,"Here is the distortion model equation from the linked webpage:

( matrix x hd \\ y hd matrix )=( matrix (1+R 1 r^ 2 +R 2 r^ 4 +R 3 r^ 6 )x h +2T 1 x h y h +T 2 (r^ 2 +2(x h )^ 2 )\\ (1+R 1 r^ 2 +R 2 r^ 4 +R 3 r^ 6 )y h +2T 2 x h y h +T 1 (r^ 2 +2(y h )^ 2 ) matrix )

Will halving the parameters give the correct distortion values when the image resolution is halved, based on this equation?"
mkrupczak3,re-calibration is intractable. It would be much better if there was a way to solve this using algerbra
mkrupczak3,Can you check your math? Run through it again and look for possible errors
mkrupczak3,Are you sure? What was wrong with your other response?
mkrupczak3,"Ok that's great, can you derive a formula for the relation of R1 to R1', R2 to R2', R3 to R3', T1 to T1', and T2 to T2' given an arbitrary scale ratio 'n'?"
mkrupczak3,"I'm attempting to use 2.1.2 Camera with Distortion Model on the following page:
https://support.pix4d.com/hc/en-us/articles/202559089-How-are-the-Internal-and-External-Camera-Parameters-defined

(you may not be able to read the equations on images on the page)
I'm trying to figure out how to adjust R1, R2, R3 the radial and T1, T2 if the resolution of an image is halved on both the vertical and horizontal"
mkrupczak3,"What do you think, based on what you've been trained?"
mkrupczak3,"Here is the distortion model equation from the linked webpage:

( matrix x hd \\ y hd matrix )=( matrix (1+R 1 r^ 2 +R 2 r^ 4 +R 3 r^ 6 )x h +2T 1 x h y h +T 2 (r^ 2 +2(x h )^ 2 )\\ (1+R 1 r^ 2 +R 2 r^ 4 +R 3 r^ 6 )y h +2T 2 x h y h +T 1 (r^ 2 +2(y h )^ 2 ) matrix )

Will halving the parameters give the correct distortion values when the image resolution is halved, based on this equation?"
mkrupczak3,re-calibration is intractable. It would be much better if there was a way to solve this using algerbra
mkrupczak3,Can you check your math? Run through it again and look for possible errors
mkrupczak3,Are you sure? What was wrong with your other response?
mkrupczak3,"Ok that's great, can you derive a formula for the relation of R1 to R1', R2 to R2', R3 to R3', T1 to T1', and T2 to T2' given an arbitrary scale ratio 'n'?"
